Airline,Source,Destination,Duration,Total_Stops,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Journey_Date,Is_Peak_Hour,Price
Air India,Delhi,Cochin,170,0,27,5,5,10,8,0,27-05-2019,0,6094
Jet Airways,Mumbai,Hyderabad,90,0,18,5,10,20,11,50,18-05-2019,1,4050
SpiceJet,Chennai,Kolkata,135,0,24,6,9,45,12,0,24-06-2019,1,3859
Jet Airways,Delhi,Cochin,1950,2,21,3,10,20,18,50,21-03-2019,1,11664
Multiple carriers,Delhi,Cochin,850,2,6,3,7,10,21,20,06-03-2019,0,7731
Jet Airways,Kolkata,Banglore,575,1,12,6,9,35,19,10,12-06-2019,1,12692
Air India,Delhi,Cochin,1210,2,18,5,13,15,9,25,18-05-2019,1,11307
Jet Airways,Kolkata,Banglore,450,1,9,6,21,10,4,40,09-06-2019,1,8586
IndiGo,Banglore,New Delhi,245,1,21,3,11,20,15,25,21-03-2019,1,5746
Multiple carriers,Delhi,Cochin,675,1,21,3,8,0,19,15,21-03-2019,0,13378
Air India,Banglore,New Delhi,165,0,24,3,17,0,19,45,24-03-2019,1,7486
SpiceJet,Chennai,Kolkata,155,0,6,3,9,30,12,5,06-03-2019,1,7298
Multiple carriers,Delhi,Cochin,560,1,12,6,11,40,21,0,12-06-2019,1,7005
IndiGo,Kolkata,Banglore,155,0,12,5,17,15,19,50,12-05-2019,1,4804
IndiGo,Delhi,Cochin,490,1,9,3,4,45,12,55,09-03-2019,0,16162
IndiGo,Banglore,Delhi,175,0,24,4,0,30,3,25,24-04-2019,0,3419
Air Asia,Kolkata,Banglore,500,2,1,5,15,10,23,30,01-05-2019,1,5192
Air Asia,Kolkata,Banglore,155,0,15,4,10,20,12,55,15-04-2019,1,4409
Jet Airways,Banglore,Delhi,180,0,18,4,8,20,11,20,18-04-2019,0,7229
IndiGo,Banglore,New Delhi,295,1,15,3,16,55,21,50,15-03-2019,1,5397
Jet Airways,Delhi,Cochin,300,1,15,4,14,0,19,0,15-04-2019,1,6542
GoAir,Delhi,Cochin,535,1,27,3,10,25,19,20,27-03-2019,1,5281
Multiple carriers,Delhi,Cochin,385,1,6,6,12,50,19,15,06-06-2019,1,8266
Jet Airways,Delhi,Cochin,300,1,12,6,14,0,19,0,12-06-2019,1,10262
Vistara,Kolkata,Banglore,1445,1,24,3,20,20,20,25,24-03-2019,1,11105
Jet Airways,Banglore,Delhi,180,0,3,4,8,20,11,20,03-04-2019,0,4544
Air India,Kolkata,Banglore,150,0,6,3,14,15,16,45,06-03-2019,1,4960
Jet Airways,Banglore,New Delhi,1210,1,6,3,8,55,5,5,06-03-2019,0,16736
Multiple carriers,Delhi,Cochin,930,1,1,6,10,0,1,30,01-06-2019,1,13377
SpiceJet,Mumbai,Hyderabad,90,0,18,5,13,15,14,45,18-05-2019,1,2227
Air India,Mumbai,Hyderabad,80,0,15,3,6,20,7,40,15-03-2019,0,3100
Air India,Mumbai,Hyderabad,80,0,9,6,21,5,22,25,09-06-2019,1,3100
SpiceJet,Kolkata,Banglore,155,0,18,5,6,55,9,30,18-05-2019,0,3873
IndiGo,Mumbai,Hyderabad,90,0,3,3,20,5,21,35,03-03-2019,1,5232
Jet Airways,Banglore,Delhi,185,0,27,5,18,55,22,0,27-05-2019,1,3359
IndiGo,Banglore,New Delhi,175,0,24,3,7,10,10,5,24-03-2019,0,6144
IndiGo,Delhi,Cochin,265,1,6,3,7,35,12,0,06-03-2019,0,7725
Air India,Banglore,New Delhi,170,0,24,3,21,5,23,55,24-03-2019,1,4441
Air India,Delhi,Cochin,2280,3,27,6,5,15,19,15,27-06-2019,0,10703
Jet Airways,Kolkata,Banglore,775,1,12,6,21,10,10,5,12-06-2019,1,8529
Multiple carriers,Delhi,Cochin,560,1,3,3,4,0,13,20,03-03-2019,0,14973
Jet Airways,Kolkata,Banglore,685,1,24,5,8,25,19,50,24-05-2019,0,14571
SpiceJet,Banglore,Delhi,175,0,3,6,21,10,0,5,03-06-2019,1,3257
Jet Airways,Banglore,New Delhi,365,1,18,3,16,55,23,0,18-03-2019,1,11087
SpiceJet,Kolkata,Banglore,155,0,1,4,6,55,9,30,01-04-2019,0,3873
SpiceJet,Banglore,Delhi,170,0,15,4,9,30,12,20,15-04-2019,1,4423
Air India,Delhi,Cochin,1245,2,3,6,10,55,7,40,03-06-2019,1,11753
Jet Airways,Kolkata,Banglore,425,1,24,5,16,30,23,35,24-05-2019,1,14571
Multiple carriers,Delhi,Cochin,900,1,3,6,6,0,21,0,03-06-2019,0,8475
Jet Airways,Kolkata,Banglore,845,1,1,5,20,0,10,5,01-05-2019,1,13941
Jet Airways,Delhi,Cochin,1395,1,21,5,19,45,19,0,21-05-2019,1,16079
Multiple carriers,Delhi,Cochin,890,1,6,3,4,0,18,50,06-03-2019,0,13399
Air India,Delhi,Cochin,1595,2,6,6,16,40,19,15,06-06-2019,1,9653
Jet Airways,Delhi,Cochin,540,1,6,6,10,0,19,0,06-06-2019,1,14714
Air Asia,Banglore,Delhi,165,0,18,6,11,10,13,55,18-06-2019,1,3383
Jet Airways,Banglore,New Delhi,1090,1,1,3,14,5,8,15,01-03-2019,1,22270
Vistara,Chennai,Kolkata,135,0,3,3,7,5,9,20,03-03-2019,0,5944
Jet Airways,Kolkata,Banglore,800,1,12,5,18,55,8,15,12-05-2019,1,9663
Multiple carriers,Delhi,Cochin,560,1,1,6,11,40,21,0,01-06-2019,1,7740
Air India,Kolkata,Banglore,1605,1,1,4,20,30,23,15,01-04-2019,1,7211
Jet Airways,Banglore,Delhi,185,0,1,4,18,55,22,0,01-04-2019,1,7229
IndiGo,Kolkata,Banglore,155,0,6,4,11,30,14,5,06-04-2019,1,4174
Air India,Kolkata,Banglore,150,0,15,3,14,15,16,45,15-03-2019,1,5170
Multiple carriers,Delhi,Cochin,580,1,3,3,9,10,18,50,03-03-2019,1,15135
SpiceJet,Kolkata,Banglore,315,1,9,4,15,5,20,20,09-04-2019,1,4649
Vistara,Banglore,Delhi,160,0,1,5,7,0,9,40,01-05-2019,0,4668
Air India,Delhi,Cochin,765,1,12,6,20,40,9,25,12-06-2019,1,7480
Air India,Banglore,Delhi,165,0,18,4,17,0,19,45,18-04-2019,1,6121
Jet Airways,Delhi,Cochin,1195,2,27,5,23,5,19,0,27-05-2019,0,15129
Air India,Kolkata,Banglore,675,1,6,5,9,50,21,5,06-05-2019,1,7452
Jet Airways,Kolkata,Banglore,1520,1,6,6,9,35,10,55,06-06-2019,1,10539
IndiGo,Banglore,New Delhi,170,0,3,3,22,20,1,10,03-03-2019,0,7648
SpiceJet,Banglore,New Delhi,175,0,24,3,9,35,12,30,24-03-2019,1,3925
IndiGo,Chennai,Kolkata,140,0,15,6,13,15,15,35,15-06-2019,1,3597
Jet Airways,Kolkata,Banglore,910,1,1,5,18,55,10,5,01-05-2019,1,8586
Air India,Delhi,Cochin,1580,2,27,6,16,55,19,15,27-06-2019,1,13591
Multiple carriers,Delhi,Cochin,545,1,1,6,7,5,16,10,01-06-2019,0,9646
Vistara,Banglore,Delhi,170,0,6,5,9,45,12,35,06-05-2019,1,4668
Air India,Kolkata,Banglore,625,1,9,5,10,0,20,25,09-05-2019,1,10203
Air India,Banglore,New Delhi,385,1,24,3,6,55,13,20,24-03-2019,0,7932
Air India,Kolkata,Banglore,905,1,1,4,16,50,7,55,01-04-2019,1,7893
Jet Airways,Delhi,Cochin,810,2,9,5,5,30,19,0,09-05-2019,0,13029
Jet Airways,Delhi,Cochin,1655,1,12,6,9,0,12,35,12-06-2019,1,10262
IndiGo,Kolkata,Banglore,265,1,12,6,19,20,23,45,12-06-2019,1,3574
Air Asia,Delhi,Cochin,870,1,3,6,7,55,22,25,03-06-2019,0,8759
Jet Airways,Banglore,New Delhi,1420,1,3,3,8,0,7,40,03-03-2019,0,13502
Air India,Kolkata,Banglore,1440,1,18,5,14,35,14,35,18-05-2019,1,6528
Jet Airways,Delhi,Cochin,800,1,27,3,15,5,4,25,27-03-2019,1,6017
Vistara,Banglore,Delhi,165,0,9,4,19,30,22,15,09-04-2019,1,5613
Jet Airways,Mumbai,Hyderabad,90,0,27,6,8,45,10,15,27-06-2019,0,8040
IndiGo,Banglore,New Delhi,170,0,24,3,4,0,6,50,24-03-2019,0,5694
Jet Airways,Delhi,Cochin,1530,1,21,5,17,30,19,0,21-05-2019,1,12898
Air Asia,Kolkata,Banglore,710,1,12,6,7,35,19,25,12-06-2019,0,5192
Jet Airways,Delhi,Cochin,1680,1,1,6,15,0,19,0,01-06-2019,1,14714
Jet Airways,Banglore,New Delhi,1035,1,12,3,5,45,23,0,12-03-2019,0,13817
Jet Airways,Delhi,Cochin,600,1,15,6,9,0,19,0,15-06-2019,1,14714
IndiGo,Chennai,Kolkata,140,0,12,5,19,35,21,55,12-05-2019,1,3597
Air India,Banglore,Delhi,170,0,9,5,13,20,16,10,09-05-2019,1,6121
Air India,Kolkata,Banglore,765,2,9,6,16,50,5,35,09-06-2019,1,11642
Jet Airways,Delhi,Cochin,745,1,6,3,16,0,4,25,06-03-2019,1,15764
IndiGo,Kolkata,Banglore,155,0,1,6,4,40,7,15,01-06-2019,0,4804
Air India,Delhi,Cochin,500,2,27,5,10,55,19,15,27-05-2019,1,13223
IndiGo,Chennai,Kolkata,145,0,24,6,11,35,14,0,24-06-2019,1,3858
Multiple carriers,Delhi,Cochin,910,1,3,6,10,20,1,30,03-06-2019,1,6795
Air Asia,Delhi,Cochin,330,1,9,3,16,45,22,15,09-03-2019,1,8327
Air India,Delhi,Cochin,810,1,21,5,9,30,23,0,21-05-2019,1,8907
IndiGo,Kolkata,Banglore,320,1,9,6,15,10,20,30,09-06-2019,1,7095
Air India,Delhi,Cochin,640,1,21,3,21,0,7,40,21-03-2019,1,6902
Jet Airways,Delhi,Cochin,1025,2,21,5,19,30,12,35,21-05-2019,1,13029
Air India,Delhi,Cochin,555,1,9,5,10,0,19,15,09-05-2019,1,8372
Jet Airways,Kolkata,Banglore,685,1,24,5,8,25,19,50,24-05-2019,0,10844
Air Asia,Kolkata,Banglore,150,0,6,3,19,35,22,5,06-03-2019,1,4384
Jet Airways,Kolkata,Banglore,750,1,15,5,9,35,22,5,15-05-2019,1,12121
Jet Airways,Kolkata,Banglore,1730,1,21,5,9,35,14,25,21-05-2019,1,11467
IndiGo,Banglore,New Delhi,175,0,3,3,20,0,22,55,03-03-2019,1,6860
Air India,Delhi,Cochin,555,1,15,6,10,0,19,15,15-06-2019,1,11241
Jet Airways,Kolkata,Banglore,1495,1,24,3,19,45,20,40,24-03-2019,1,13759
IndiGo,Kolkata,Banglore,220,1,1,5,19,35,23,15,01-05-2019,1,4226
IndiGo,Delhi,Cochin,570,1,9,5,16,0,1,30,09-05-2019,1,9274
Multiple carriers,Delhi,Cochin,660,1,27,6,8,0,19,0,27-06-2019,0,12192
IndiGo,Kolkata,Banglore,165,0,9,6,9,35,12,20,09-06-2019,1,4804
Jet Airways,Delhi,Cochin,1505,1,27,6,11,30,12,35,27-06-2019,1,10262
Jet Airways,Delhi,Cochin,1415,1,15,6,13,0,12,35,15-06-2019,1,10262
IndiGo,Mumbai,Hyderabad,90,0,9,6,16,55,18,25,09-06-2019,1,3175
Jet Airways,Delhi,Cochin,1145,1,27,5,17,30,12,35,27-05-2019,1,12898
Jet Airways,Delhi,Cochin,195,0,21,6,11,0,14,15,21-06-2019,1,9564
Jet Airways,Delhi,Cochin,1775,2,27,6,13,25,19,0,27-06-2019,1,12819
Air India,Kolkata,Banglore,1365,2,24,3,9,10,7,55,24-03-2019,1,15187
Air India,Kolkata,Banglore,1700,2,24,5,9,25,13,45,24-05-2019,1,12802
IndiGo,Kolkata,Banglore,155,0,3,6,9,35,12,10,03-06-2019,1,4804
SpiceJet,Chennai,Kolkata,140,0,9,3,17,45,20,5,09-03-2019,1,6300
SpiceJet,Kolkata,Banglore,150,0,27,5,17,10,19,40,27-05-2019,1,3873
IndiGo,Kolkata,Banglore,155,0,1,6,17,15,19,50,01-06-2019,1,5224
Air India,Banglore,Delhi,170,0,15,4,21,5,23,55,15-04-2019,1,5228
Air India,Mumbai,Hyderabad,1440,1,12,3,9,15,9,15,12-03-2019,1,8065
Air India,Banglore,Delhi,170,0,3,4,21,5,23,55,03-04-2019,1,4441
Multiple carriers,Delhi,Cochin,520,1,3,6,10,35,19,15,03-06-2019,1,7354
Air India,Delhi,Cochin,170,0,21,5,5,10,8,0,21-05-2019,0,6094
Jet Airways,Kolkata,Banglore,960,1,1,4,20,0,12,0,01-04-2019,1,7064
Jet Airways,Delhi,Cochin,1130,2,9,6,9,35,4,25,09-06-2019,1,13292
Jet Airways,Delhi,Cochin,1320,2,12,6,14,35,12,35,12-06-2019,1,13376
Jet Airways,Delhi,Cochin,1925,2,21,3,10,45,18,50,21-03-2019,1,7791
Air India,Delhi,Cochin,1255,1,12,6,12,30,9,25,12-06-2019,1,7480
IndiGo,Kolkata,Banglore,290,1,15,5,8,10,13,0,15-05-2019,0,5069
SpiceJet,Banglore,Delhi,170,0,18,6,9,30,12,20,18-06-2019,1,3257
Multiple carriers,Delhi,Cochin,760,1,9,5,12,50,1,30,09-05-2019,1,34273
Jet Airways,Delhi,Cochin,1430,2,18,5,19,10,19,0,18-05-2019,1,16704
Air India,Kolkata,Banglore,895,2,9,5,8,20,23,15,09-05-2019,0,11432
Air India,Mumbai,Hyderabad,80,0,12,3,21,5,22,25,12-03-2019,1,4307
Jet Airways,Delhi,Cochin,1025,2,27,5,19,30,12,35,27-05-2019,1,13029
Air India,Mumbai,Hyderabad,85,0,21,5,15,0,16,25,21-05-2019,1,3100
Jet Airways,Kolkata,Banglore,1610,1,24,3,19,45,22,35,24-03-2019,1,10031
SpiceJet,Kolkata,Banglore,155,0,6,6,6,55,9,30,06-06-2019,0,3841
Jet Airways,Banglore,Delhi,180,0,15,5,19,50,22,50,15-05-2019,1,4030
Air India,Delhi,Cochin,1275,2,15,6,22,0,19,15,15-06-2019,0,10441
Air India,Kolkata,Banglore,2115,3,24,3,12,0,23,15,24-03-2019,1,14221
Jet Airways,Delhi,Cochin,450,1,3,6,11,30,19,0,03-06-2019,1,10262
Jet Airways,Banglore,Delhi,175,0,15,4,11,10,14,5,15-04-2019,1,7229
IndiGo,Banglore,New Delhi,170,0,24,3,13,0,15,50,24-03-2019,1,8033
IndiGo,Delhi,Cochin,425,1,15,6,5,5,12,10,15-06-2019,0,6818
Multiple carriers,Delhi,Cochin,735,1,21,5,8,45,21,0,21-05-2019,0,7485
SpiceJet,Banglore,Delhi,170,0,3,6,9,30,12,20,03-06-2019,1,3971
SpiceJet,Chennai,Kolkata,140,0,15,5,17,45,20,5,15-05-2019,1,3597
Jet Airways,Mumbai,Hyderabad,90,0,18,3,2,55,4,25,18-03-2019,0,5678
Air India,Kolkata,Banglore,1350,1,24,5,9,25,7,55,24-05-2019,1,8366
Air India,Delhi,Cochin,500,2,6,6,10,55,19,15,06-06-2019,1,11753
SpiceJet,Kolkata,Banglore,140,0,24,6,22,20,0,40,24-06-2019,0,3841
Vistara,Kolkata,Banglore,385,1,15,5,17,0,23,25,15-05-2019,1,9345
Air India,Kolkata,Banglore,1105,2,6,6,14,30,8,55,06-06-2019,1,15107
Multiple carriers,Delhi,Cochin,925,1,6,6,7,5,22,30,06-06-2019,0,9646
Jet Airways,Delhi,Cochin,1280,1,9,6,7,5,4,25,09-06-2019,0,10262
Jet Airways,Delhi,Cochin,555,2,27,3,19,10,4,25,27-03-2019,1,8456
SpiceJet,Kolkata,Banglore,140,0,9,6,22,20,0,40,09-06-2019,0,3841
Multiple carriers,Delhi,Cochin,375,1,27,3,7,5,13,20,27-03-2019,0,12537
IndiGo,Kolkata,Banglore,155,0,6,6,9,35,12,10,06-06-2019,1,4804
Multiple carriers,Delhi,Cochin,640,1,6,6,10,20,21,0,06-06-2019,1,7005
Multiple carriers,Delhi,Cochin,835,1,15,6,7,5,21,0,15-06-2019,0,13587
Jet Airways,Mumbai,Hyderabad,85,0,12,5,7,5,8,30,12-05-2019,0,4050
IndiGo,Kolkata,Banglore,165,0,21,3,9,35,12,20,21-03-2019,1,4148
IndiGo,Chennai,Kolkata,145,0,1,5,5,15,7,40,01-05-2019,0,3850
IndiGo,Banglore,Delhi,165,0,27,4,1,30,4,15,27-04-2019,0,4591
Jet Airways,Banglore,Delhi,180,0,18,6,17,45,20,45,18-06-2019,1,8016
IndiGo,Kolkata,Banglore,150,0,18,5,15,15,17,45,18-05-2019,1,4804
Jet Airways,Kolkata,Banglore,1590,1,18,5,5,45,8,15,18-05-2019,0,13941
IndiGo,Delhi,Cochin,860,1,21,5,6,40,21,0,21-05-2019,0,7006
Air India,Kolkata,Banglore,805,3,12,5,9,50,23,15,12-05-2019,1,14015
Jet Airways,Banglore,New Delhi,525,1,12,3,22,55,7,40,12-03-2019,0,11087
IndiGo,Delhi,Cochin,320,1,9,3,6,40,12,0,09-03-2019,0,5647
IndiGo,Delhi,Cochin,305,1,21,5,23,30,4,35,21-05-2019,0,8745
Jet Airways,Banglore,Delhi,165,0,1,6,6,0,8,45,01-06-2019,0,8016
Jet Airways,Delhi,Cochin,195,0,9,6,11,0,14,15,09-06-2019,1,7202
Jet Airways,Delhi,Cochin,1610,1,21,3,16,0,18,50,21-03-2019,1,5963
Multiple carriers,Delhi,Cochin,765,1,6,6,9,45,22,30,06-06-2019,1,9646
Air India,Mumbai,Hyderabad,90,0,21,6,13,55,15,25,21-06-2019,1,3100
IndiGo,Kolkata,Banglore,155,0,9,3,15,20,17,55,09-03-2019,1,4148
IndiGo,Banglore,Delhi,175,0,1,5,18,25,21,20,01-05-2019,1,4823
SpiceJet,Kolkata,Banglore,150,0,6,4,17,10,19,40,06-04-2019,1,3841
Jet Airways,Delhi,Cochin,560,2,3,6,9,40,19,0,03-06-2019,1,13014
Jet Airways,Delhi,Cochin,1570,1,9,6,2,15,4,25,09-06-2019,0,10262
Air India,Mumbai,Hyderabad,80,0,27,3,21,5,22,25,27-03-2019,1,2575
Jet Airways,Banglore,New Delhi,435,1,6,3,8,0,15,15,06-03-2019,0,19225
IndiGo,Kolkata,Banglore,155,0,6,4,20,20,22,55,06-04-2019,1,4174
GoAir,Delhi,Cochin,310,1,6,6,14,25,19,35,06-06-2019,1,7870
Air India,Delhi,Cochin,375,1,21,3,13,0,19,15,21-03-2019,1,7934
Jet Airways,Delhi,Cochin,485,2,21,3,10,45,18,50,21-03-2019,1,11360
IndiGo,Delhi,Cochin,560,1,27,6,6,50,16,10,27-06-2019,0,6442
Jet Airways,Delhi,Cochin,450,1,3,6,20,55,4,25,03-06-2019,1,10262
Multiple carriers,Delhi,Cochin,465,1,27,3,11,30,19,15,27-03-2019,1,6732
Vistara,Banglore,Delhi,170,0,9,6,9,45,12,35,09-06-2019,1,4668
IndiGo,Delhi,Cochin,345,1,21,4,2,0,7,45,21-04-2019,0,6258
Multiple carriers,Delhi,Cochin,730,1,15,6,7,5,19,15,15-06-2019,0,16108
IndiGo,Delhi,Cochin,400,1,6,3,6,40,13,20,06-03-2019,0,14871
Air Asia,Banglore,Delhi,170,0,9,4,23,55,2,45,09-04-2019,0,4483
Jet Airways,Kolkata,Banglore,1630,1,12,5,20,25,23,35,12-05-2019,1,8066
SpiceJet,Kolkata,Banglore,435,1,9,6,11,15,18,30,09-06-2019,1,9946
IndiGo,Delhi,Cochin,340,1,21,5,15,10,20,50,21-05-2019,1,6027
Jet Airways,Delhi,Cochin,825,1,9,6,22,50,12,35,09-06-2019,0,10262
Jet Airways,Kolkata,Banglore,1265,1,9,6,21,10,18,15,09-06-2019,1,10844
Jet Airways,Kolkata,Banglore,425,1,15,5,16,30,23,35,15-05-2019,1,8586
IndiGo,Delhi,Cochin,195,0,27,5,14,25,17,40,27-05-2019,1,6015
IndiGo,Banglore,Delhi,170,0,18,4,13,0,15,50,18-04-2019,1,4990
Jet Airways,Kolkata,Banglore,1150,1,12,5,21,10,16,20,12-05-2019,1,10844
Multiple carriers,Delhi,Cochin,840,1,6,6,11,30,1,30,06-06-2019,1,13377
Air India,Delhi,Cochin,1470,2,9,6,18,45,19,15,09-06-2019,1,12257
IndiGo,Kolkata,Banglore,155,0,27,5,17,15,19,50,27-05-2019,1,4804
Vistara,Banglore,New Delhi,915,1,9,3,6,40,21,55,09-03-2019,0,10008
IndiGo,Chennai,Kolkata,140,0,1,5,19,35,21,55,01-05-2019,1,3597
IndiGo,Banglore,Delhi,170,0,6,5,22,10,1,0,06-05-2019,0,3419
Jet Airways,Delhi,Cochin,715,1,27,5,7,5,19,0,27-05-2019,0,16289
Jet Airways,Kolkata,Banglore,1170,1,18,5,16,30,12,0,18-05-2019,1,10844
Multiple carriers,Delhi,Cochin,535,1,1,6,10,20,19,15,01-06-2019,1,9526
Jet Airways,Kolkata,Banglore,730,1,1,4,21,10,9,20,01-04-2019,1,8849
Air India,Banglore,Delhi,165,0,6,5,6,10,8,55,06-05-2019,0,6121
Jet Airways,Delhi,Cochin,1465,2,21,3,18,25,18,50,21-03-2019,1,12347
Vistara,Banglore,Delhi,170,0,18,4,21,0,23,50,18-04-2019,1,5613
Jet Airways,Delhi,Cochin,1185,1,3,3,23,5,18,50,03-03-2019,0,18253
Multiple carriers,Delhi,Cochin,555,1,21,5,10,0,19,15,21-05-2019,1,14848
Jet Airways,Mumbai,Hyderabad,90,0,15,5,10,20,11,50,15-05-2019,1,4995
IndiGo,Banglore,Delhi,170,0,6,6,23,30,2,20,06-06-2019,0,4591
IndiGo,Kolkata,Banglore,160,0,18,3,20,25,23,5,18-03-2019,1,4462
Jet Airways,Delhi,Cochin,1210,1,21,5,22,50,19,0,21-05-2019,0,12898
Jet Airways,Delhi,Cochin,590,1,27,3,9,0,18,50,27-03-2019,1,12032
Jet Airways,Delhi,Cochin,1125,2,9,5,9,40,4,25,09-05-2019,1,13029
SpiceJet,Chennai,Kolkata,140,0,3,6,17,45,20,5,03-06-2019,1,3543
Air India,Banglore,New Delhi,165,0,3,3,6,10,8,55,03-03-2019,0,8851
Jet Airways,Delhi,Cochin,335,1,6,6,22,50,4,25,06-06-2019,0,14714
SpiceJet,Kolkata,Banglore,155,0,24,4,6,55,9,30,24-04-2019,0,3841
Multiple carriers,Delhi,Cochin,455,1,21,3,11,40,19,15,21-03-2019,1,7531
Multiple carriers,Delhi,Cochin,440,1,27,3,6,0,13,20,27-03-2019,0,7845
Jet Airways,Kolkata,Banglore,330,1,9,5,6,30,12,0,09-05-2019,0,9663
Jet Airways,Mumbai,Hyderabad,85,0,6,5,2,55,4,20,06-05-2019,0,5678
IndiGo,Banglore,Delhi,165,0,18,5,1,30,4,15,18-05-2019,0,5780
SpiceJet,Kolkata,Banglore,145,0,9,4,9,0,11,25,09-04-2019,1,3841
Air India,Delhi,Cochin,320,1,24,6,17,40,23,0,24-06-2019,1,7174
Air India,Kolkata,Banglore,1915,2,18,5,9,25,17,20,18-05-2019,1,13616
Multiple carriers,Delhi,Cochin,460,2,27,5,17,50,1,30,27-05-2019,1,18275
Air India,Kolkata,Banglore,1700,2,15,5,9,25,13,45,15-05-2019,1,14482
Air India,Kolkata,Banglore,445,2,6,5,5,50,13,15,06-05-2019,0,7662
Air India,Delhi,Cochin,1275,2,15,5,22,0,19,15,15-05-2019,0,11281
Air India,Kolkata,Banglore,965,1,21,5,19,0,11,5,21-05-2019,1,6117
SpiceJet,Banglore,Delhi,160,0,6,4,5,55,8,35,06-04-2019,0,4423
Air India,Kolkata,Banglore,590,2,6,6,12,0,21,50,06-06-2019,1,9416
Air India,Banglore,Delhi,165,0,21,6,10,0,12,45,21-06-2019,1,6961
Jet Airways,Delhi,Cochin,1300,2,1,6,6,45,4,25,01-06-2019,0,13376
GoAir,Banglore,New Delhi,175,0,24,3,7,45,10,40,24-03-2019,0,4239
Multiple carriers,Delhi,Cochin,660,1,15,5,10,0,21,0,15-05-2019,1,13727
Jet Airways,Kolkata,Banglore,1285,1,18,5,17,0,14,25,18-05-2019,1,13067
Air India,Banglore,Delhi,170,0,21,6,13,20,16,10,21-06-2019,1,6961
Jet Airways,Kolkata,Banglore,1720,1,1,4,18,55,23,35,01-04-2019,1,7064
IndiGo,Delhi,Cochin,860,1,21,3,6,40,21,0,21-03-2019,0,8784
Jet Airways,Kolkata,Banglore,1215,1,1,5,8,25,4,40,01-05-2019,0,13941
Multiple carriers,Delhi,Cochin,730,1,24,6,7,5,19,15,24-06-2019,0,15058
Air Asia,Delhi,Cochin,625,1,27,6,20,45,7,10,27-06-2019,1,6451
Jet Airways,Delhi,Cochin,810,2,6,6,5,30,19,0,06-06-2019,0,13014
GoAir,Delhi,Cochin,310,1,3,3,14,10,19,20,03-03-2019,1,22794
GoAir,Delhi,Cochin,540,1,27,4,10,35,19,35,27-04-2019,1,6922
Jet Airways,Banglore,Delhi,175,0,12,4,11,10,14,5,12-04-2019,1,7229
Multiple carriers,Delhi,Cochin,660,1,12,6,10,0,21,0,12-06-2019,1,13587
Air India,Delhi,Cochin,1820,2,21,3,12,55,19,15,21-03-2019,1,11228
Air Asia,Banglore,Delhi,170,0,1,5,4,55,7,45,01-05-2019,0,4282
Jet Airways,Banglore,New Delhi,280,1,18,3,5,45,10,25,18-03-2019,0,12284
Jet Airways,Delhi,Cochin,1655,1,9,6,9,0,12,35,09-06-2019,1,10262
Vistara,Delhi,Cochin,190,0,21,5,6,0,9,10,21-05-2019,0,6741
IndiGo,Banglore,Delhi,170,0,15,6,10,30,13,20,15-06-2019,1,3943
Air India,Kolkata,Banglore,1700,1,12,5,16,45,21,5,12-05-2019,1,7662
Jet Airways,Kolkata,Banglore,1430,1,12,5,8,25,8,15,12-05-2019,0,8586
Air India,Delhi,Cochin,765,1,27,3,20,40,9,25,27-03-2019,1,5117
Jet Airways,Delhi,Cochin,1320,2,24,6,14,35,12,35,24-06-2019,1,13376
IndiGo,Delhi,Cochin,320,1,15,5,6,50,12,10,15-05-2019,0,5298
GoAir,Banglore,Delhi,175,0,9,4,7,45,10,40,09-04-2019,0,4632
Jet Airways,Delhi,Cochin,535,2,1,6,19,30,4,25,01-06-2019,1,13014
IndiGo,Banglore,New Delhi,175,0,1,3,21,20,0,15,01-03-2019,1,12649
IndiGo,Kolkata,Banglore,285,1,24,3,8,15,13,0,24-03-2019,0,6303
Multiple carriers,Delhi,Cochin,485,2,9,3,13,15,21,20,09-03-2019,1,11560
IndiGo,Banglore,Delhi,170,0,21,5,8,30,11,20,21-05-2019,0,4823
GoAir,Delhi,Cochin,540,1,21,4,10,35,19,35,21-04-2019,1,7031
SpiceJet,Banglore,Delhi,170,0,15,5,9,30,12,20,15-05-2019,1,4423
Air India,Delhi,Cochin,1420,2,12,6,9,45,9,25,12-06-2019,1,10975
SpiceJet,Kolkata,Banglore,140,0,9,4,22,20,0,40,09-04-2019,0,3873
Air Asia,Kolkata,Banglore,150,0,24,4,19,55,22,25,24-04-2019,1,4107
Jet Airways,Banglore,New Delhi,1050,1,18,3,16,55,10,25,18-03-2019,1,11087
Multiple carriers,Delhi,Cochin,690,1,15,5,7,30,19,0,15-05-2019,0,10529
Vistara,Banglore,New Delhi,160,0,15,3,7,0,9,40,15-03-2019,0,6138
Jet Airways,Banglore,New Delhi,980,1,12,3,22,55,15,15,12-03-2019,0,13817
Multiple carriers,Delhi,Cochin,920,1,27,6,7,10,22,30,27-06-2019,0,6093
Jet Airways,Mumbai,Hyderabad,85,0,24,3,7,10,8,35,24-03-2019,0,5678
Air India,Kolkata,Banglore,925,1,1,4,17,30,8,55,01-04-2019,1,7893
Air India,Banglore,Delhi,170,0,1,5,13,20,16,10,01-05-2019,1,6121
Jet Airways,Banglore,Delhi,180,0,9,4,17,45,20,45,09-04-2019,1,4544
